27.4809 IPR010866_auto_akker_munin_output.tsv
24.4186 IPR010866_auto_campylobacter_jejuni_ATCC_faa_output.tsv
77.7506 IPR010866_auto_E_coli_k1_output.tsv
89.2638 IPR010866_auto_Fusobac_output.tsv
93.7107 IPR010866_auto_GBS_COH1_output.tsv
80.1587 IPR010866_auto_gonorrhoeae_FA_1090_output.tsv
84.4068 IPR010866_auto_H_ducreyi_35000HP_output.tsv
90.1316 IPR010866_auto_H_influenzae_Hi375_output.tsv
72 IPR010866_auto_N_meningitidis_MC58_output.tsv
90.2597 IPR010866_auto_Past_multitoci_Pm70_output.tsv
