GCF_020410765.1_protein.faa_WP_086157215.1	b14d48c2285a6f69ba2a4bfb8a9d5d62	264	CDD	cd03220	ABC_KpsT_Wzt	19	249	4.01601E-94	T	24-01-2026	IPR015860	ABC transporter, teichoic acids export TagH-like	-	-
GCF_020410765.1_protein.faa_WP_086157215.1	b14d48c2285a6f69ba2a4bfb8a9d5d62	264	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	53	258	5.0E-42	T	24-01-2026	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	-
GCF_020410765.1_protein.faa_WP_086157215.1	b14d48c2285a6f69ba2a4bfb8a9d5d62	264	PANTHER	PTHR46743	TEICHOIC ACIDS EXPORT ATP-BINDING PROTEIN TAGH	19	262	2.0E-89	T	24-01-2026	IPR050683	Bacterial Polysaccharide Export ATP-binding	-	-
GCF_020410765.1_protein.faa_WP_086157215.1	b14d48c2285a6f69ba2a4bfb8a9d5d62	264	Gene3D	G3DSA:3.40.50.300	-	49	263	4.6E-43	T	24-01-2026	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	-
GCF_020410765.1_protein.faa_WP_086157215.1	b14d48c2285a6f69ba2a4bfb8a9d5d62	264	Pfam	PF00005	ABC transporter	62	195	9.6E-16	T	24-01-2026	IPR003439	ABC transporter-like, ATP-binding domain	-	-
GCF_020410765.1_protein.faa_WP_086157215.1	b14d48c2285a6f69ba2a4bfb8a9d5d62	264	SMART	SM00382	AAA_5	70	244	1.3E-15	T	24-01-2026	IPR003593	AAA+ ATPase domain	-	-
GCF_002128305.1_protein.faa_WP_086157215.1	b14d48c2285a6f69ba2a4bfb8a9d5d62	264	CDD	cd03220	ABC_KpsT_Wzt	19	249	4.01601E-94	T	24-01-2026	IPR015860	ABC transporter, teichoic acids export TagH-like	-	-
GCF_002128305.1_protein.faa_WP_086157215.1	b14d48c2285a6f69ba2a4bfb8a9d5d62	264	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	53	258	5.0E-42	T	24-01-2026	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	-
GCF_002128305.1_protein.faa_WP_086157215.1	b14d48c2285a6f69ba2a4bfb8a9d5d62	264	PANTHER	PTHR46743	TEICHOIC ACIDS EXPORT ATP-BINDING PROTEIN TAGH	19	262	2.0E-89	T	24-01-2026	IPR050683	Bacterial Polysaccharide Export ATP-binding	-	-
GCF_002128305.1_protein.faa_WP_086157215.1	b14d48c2285a6f69ba2a4bfb8a9d5d62	264	Gene3D	G3DSA:3.40.50.300	-	49	263	4.6E-43	T	24-01-2026	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	-
