GCF_033097285.1_protein.faa_WP_052801091.1	72c05f52fe36b59e7d09a0ab57260797	301	Pfam	PF06002	Alpha-2,3-sialyltransferase (CST-I)	3	295	2.7E-100	T	05-12-2025	IPR009251	Alpha-2,3-sialyltransferase	-	-
GCF_033097285.1_protein.faa_WP_052801091.1	72c05f52fe36b59e7d09a0ab57260797	301	SUPERFAMILY	SSF102414	Alpha-2,3/8-sialyltransferase CstII	1	255	4.32E-98	T	05-12-2025	IPR036715	Alpha-2,3-sialyltransferase superfamily	-	-
GCF_033097285.1_protein.faa_WP_052801091.1	72c05f52fe36b59e7d09a0ab57260797	301	Gene3D	G3DSA:3.90.1480.10	-	1	274	1.6E-103	T	05-12-2025	-	-	-	-
GCF_002891825.2_protein.faa_WP_102827040.1	55bb15651016a61c87461f2c52d0ade5	303	Gene3D	G3DSA:3.90.1480.10	-	2	282	1.2E-94	T	05-12-2025	-	-	-	-
GCF_002891825.2_protein.faa_WP_102827040.1	55bb15651016a61c87461f2c52d0ade5	303	SUPERFAMILY	SSF102414	Alpha-2,3/8-sialyltransferase CstII	11	270	1.31E-110	T	05-12-2025	IPR036715	Alpha-2,3-sialyltransferase superfamily	-	-
GCF_002891825.2_protein.faa_WP_102827040.1	55bb15651016a61c87461f2c52d0ade5	303	Pfam	PF06002	Alpha-2,3-sialyltransferase (CST-I)	11	303	0.0	T	05-12-2025	IPR009251	Alpha-2,3-sialyltransferase	-	-
GCF_000165525.1_protein.faa_WP_020909959.1	cb24a4f2f46d6bb38f7aab6e71dc2206	326	SUPERFAMILY	SSF102414	Alpha-2,3/8-sialyltransferase CstII	33	292	2.35E-110	T	05-12-2025	IPR036715	Alpha-2,3-sialyltransferase superfamily	-	-
GCF_000165525.1_protein.faa_WP_020909959.1	cb24a4f2f46d6bb38f7aab6e71dc2206	326	Pfam	PF06002	Alpha-2,3-sialyltransferase (CST-I)	33	322	1.1E-102	T	05-12-2025	IPR009251	Alpha-2,3-sialyltransferase	-	-
GCF_000165525.1_protein.faa_WP_020909959.1	cb24a4f2f46d6bb38f7aab6e71dc2206	326	Gene3D	G3DSA:3.90.1480.10	-	15	302	4.4E-100	T	05-12-2025	-	-	-	-
GCF_000754275.1_protein.faa_WP_231963904.1	084973c5e948ffd39d6aa3ac0db0aad9	198	Gene3D	G3DSA:3.90.1480.10	-	2	197	3.7E-72	T	05-12-2025	-	-	-	-
GCF_000754275.1_protein.faa_WP_231963904.1	084973c5e948ffd39d6aa3ac0db0aad9	198	Pfam	PF06002	Alpha-2,3-sialyltransferase (CST-I)	11	194	3.1E-105	T	05-12-2025	IPR009251	Alpha-2,3-sialyltransferase	-	-
