GCF_012224765.1_protein.faa_WP_167844504.1	05c8429d6d974e9df66e2c3ffaae9c11	260	Pfam	PF01061	ABC-2 type transporter	5	218	9.2E-8	T	24-01-2026	IPR013525	ABC-2 type transporter, transmembrane domain	-	-
GCF_012224765.1_protein.faa_WP_167844504.1	05c8429d6d974e9df66e2c3ffaae9c11	260	PANTHER	PTHR30413	INNER MEMBRANE TRANSPORT PERMEASE	3	248	1.7E-15	T	24-01-2026	-	-	-	-
GCF_012224765.1_protein.faa_WP_167844504.1	05c8429d6d974e9df66e2c3ffaae9c11	260	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	25	46	6.2E-8	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012224765.1_protein.faa_WP_167844504.1	05c8429d6d974e9df66e2c3ffaae9c11	260	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	138	162	6.2E-8	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012224765.1_protein.faa_WP_167844504.1	05c8429d6d974e9df66e2c3ffaae9c11	260	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	175	194	6.2E-8	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012224765.1_protein.faa_WP_167844504.1	05c8429d6d974e9df66e2c3ffaae9c11	260	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	195	214	6.2E-8	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_020783455.1_protein.faa_WP_047179843.1	71878ac2b16e0cdfa3276cd802fb5019	309	Pfam	PF01061	ABC-2 type transporter	61	266	2.9E-10	T	24-01-2026	IPR013525	ABC-2 type transporter, transmembrane domain	-	-
GCF_020783455.1_protein.faa_WP_047179843.1	71878ac2b16e0cdfa3276cd802fb5019	309	PANTHER	PTHR30413	INNER MEMBRANE TRANSPORT PERMEASE	27	308	1.1E-68	T	24-01-2026	-	-	-	-
GCF_012850815.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	39	60	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012850815.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	70	92	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012850815.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	113	138	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012850815.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	147	171	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012850815.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	184	203	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012850815.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	204	223	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012850815.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PANTHER	PTHR30413	INNER MEMBRANE TRANSPORT PERMEASE	18	262	2.3E-33	T	24-01-2026	-	-	-	-
GCF_012850815.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	Pfam	PF01061	ABC-2 type transporter	20	227	1.1E-13	T	24-01-2026	IPR013525	ABC-2 type transporter, transmembrane domain	-	-
GCF_012849875.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	39	60	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012849875.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	70	92	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012849875.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	113	138	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012849875.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	147	171	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012849875.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	184	203	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012849875.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	204	223	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_012849875.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PANTHER	PTHR30413	INNER MEMBRANE TRANSPORT PERMEASE	18	262	2.3E-33	T	24-01-2026	-	-	-	-
GCF_012849875.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	Pfam	PF01061	ABC-2 type transporter	20	227	1.1E-13	T	24-01-2026	IPR013525	ABC-2 type transporter, transmembrane domain	-	-
GCF_000969315.2_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	39	60	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_000969315.2_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	70	92	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_000969315.2_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	113	138	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_000969315.2_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	147	171	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_000969315.2_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	184	203	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_000969315.2_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	204	223	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_000969315.2_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PANTHER	PTHR30413	INNER MEMBRANE TRANSPORT PERMEASE	18	262	2.3E-33	T	24-01-2026	-	-	-	-
GCF_000969315.2_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	Pfam	PF01061	ABC-2 type transporter	20	227	1.1E-13	T	24-01-2026	IPR013525	ABC-2 type transporter, transmembrane domain	-	-
GCF_003864155.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	39	60	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
GCF_003864155.1_protein.faa_WP_035688630.1	7136b0c324ea437620d791f8bc8aad25	265	PRINTS	PR00164	ABC-2 type transport system membrane protein signature	70	92	7.6E-58	T	24-01-2026	IPR000412	ABC-2 transporter	-	-
