GCF_013357745.1_protein.faa_WP_000039770.1	c74d39c7bb81034ca45922fd9de0ca03	385	Gene3D	G3DSA:3.30.1950.10	wza like domain	88	167	1.6E-108	T	24-01-2026	-	-	-	-
GCF_013357745.1_protein.faa_WP_000039770.1	c74d39c7bb81034ca45922fd9de0ca03	385	Pfam	PF18412	Outer-membrane lipoprotein Wza C-terminal domain	352	381	5.8E-11	T	24-01-2026	IPR040716	Outer-membrane lipoprotein Wza, C-terminal domain	-	-
GCF_013357745.1_protein.faa_WP_000039770.1	c74d39c7bb81034ca45922fd9de0ca03	385	Pfam	PF02563	Polysaccharide biosynthesis/export protein	80	163	3.6E-22	T	24-01-2026	IPR003715	Polysaccharide export protein, N-terminal domain	-	-
GCF_013357745.1_protein.faa_WP_000039770.1	c74d39c7bb81034ca45922fd9de0ca03	385	Gene3D	G3DSA:3.10.560.10	Outer membrane lipoprotein wza domain like	173	250	1.6E-108	T	24-01-2026	-	-	-	-
GCF_013357745.1_protein.faa_WP_000039770.1	c74d39c7bb81034ca45922fd9de0ca03	385	Gene3D	G3DSA:3.10.560.10	Outer membrane lipoprotein wza domain like	253	349	1.6E-108	T	24-01-2026	-	-	-	-
GCF_013357745.1_protein.faa_WP_000039770.1	c74d39c7bb81034ca45922fd9de0ca03	385	PANTHER	PTHR33619	POLYSACCHARIDE EXPORT PROTEIN GFCE-RELATED	12	371	2.9E-68	T	24-01-2026	IPR049712	Polysaccharide export protein	-	-
GCF_013357745.1_protein.faa_WP_000039770.1	c74d39c7bb81034ca45922fd9de0ca03	385	NCBIfam	NF011658	polysaccharide export protein	4	385	0.0	T	24-01-2026	-	-	-	-
GCF_013357745.1_protein.faa_WP_000039770.1	c74d39c7bb81034ca45922fd9de0ca03	385	Pfam	PF22461	SLBB domain	253	349	2.6E-21	T	24-01-2026	IPR054765	SLBB domain	-	-
GCF_013357745.1_protein.faa_WP_000039770.1	c74d39c7bb81034ca45922fd9de0ca03	385	Pfam	PF22461	SLBB domain	169	247	5.1E-25	T	24-01-2026	IPR054765	SLBB domain	-	-
GCF_013357745.1_protein.faa_WP_000039770.1	c74d39c7bb81034ca45922fd9de0ca03	385	Gene3D	G3DSA:1.20.5.70	-	352	385	4.0E-16	T	24-01-2026	-	-	-	-
GCF_001687475.2_protein.faa_WP_066777617.1	3a1c1f35b8ac9ad7ec645fd11061e4d6	552	Gene3D	G3DSA:3.30.1950.10	wza like domain	105	157	1.2E-13	T	24-01-2026	-	-	-	-
GCF_001687475.2_protein.faa_WP_066777617.1	3a1c1f35b8ac9ad7ec645fd11061e4d6	552	Pfam	PF10531	SLBB domain	161	207	9.0	T	24-01-2026	IPR019554	Soluble ligand binding domain	-	-
GCF_001687475.2_protein.faa_WP_066777617.1	3a1c1f35b8ac9ad7ec645fd11061e4d6	552	Pfam	PF10531	SLBB domain	455	502	0.53	T	24-01-2026	IPR019554	Soluble ligand binding domain	-	-
GCF_001687475.2_protein.faa_WP_066777617.1	3a1c1f35b8ac9ad7ec645fd11061e4d6	552	PANTHER	PTHR33619	POLYSACCHARIDE EXPORT PROTEIN GFCE-RELATED	40	316	6.5E-44	T	24-01-2026	IPR049712	Polysaccharide export protein	-	-
GCF_001687475.2_protein.faa_WP_066777617.1	3a1c1f35b8ac9ad7ec645fd11061e4d6	552	Pfam	PF02563	Polysaccharide biosynthesis/export protein	80	149	1.9E-9	T	24-01-2026	IPR003715	Polysaccharide export protein, N-terminal domain	-	-
GCF_001687475.2_protein.faa_WP_066777617.1	3a1c1f35b8ac9ad7ec645fd11061e4d6	552	Gene3D	G3DSA:3.10.560.10	Outer membrane lipoprotein wza domain like	453	519	3.8E-9	T	24-01-2026	-	-	-	-
GCF_001687475.2_protein.faa_WP_066777617.1	3a1c1f35b8ac9ad7ec645fd11061e4d6	552	Gene3D	G3DSA:3.10.560.10	Outer membrane lipoprotein wza domain like	163	240	1.2E-13	T	24-01-2026	-	-	-	-
