GCF_001314975.1_protein.faa_WP_229084347.1	f24666ac0820a4d166dfbc037a7ba383	327	Pfam	PF07388	Alpha-2,8-polysialyltransferase (POLYST)	50	298	3.7E-7	T	05-12-2025	IPR010866	Alpha-2,8-polysialyltransferase	-	-
GCF_014131755.1_protein.faa_WP_229084347.1	f24666ac0820a4d166dfbc037a7ba383	327	Pfam	PF07388	Alpha-2,8-polysialyltransferase (POLYST)	50	298	3.7E-7	T	05-12-2025	IPR010866	Alpha-2,8-polysialyltransferase	-	-
GCF_018291825.1_protein.faa_WP_229084347.1	f24666ac0820a4d166dfbc037a7ba383	327	Pfam	PF07388	Alpha-2,8-polysialyltransferase (POLYST)	50	298	3.7E-7	T	05-12-2025	IPR010866	Alpha-2,8-polysialyltransferase	-	-
GCF_000011065.1_protein.faa_WP_229084347.1	f24666ac0820a4d166dfbc037a7ba383	327	Pfam	PF07388	Alpha-2,8-polysialyltransferase (POLYST)	50	298	3.7E-7	T	05-12-2025	IPR010866	Alpha-2,8-polysialyltransferase	-	-
GCF_017603825.1_protein.faa_WP_208575181.1	8516e9911108b7081246df3e79d33700	461	Pfam	PF07388	Alpha-2,8-polysialyltransferase (POLYST)	4	331	2.1E-22	T	05-12-2025	IPR010866	Alpha-2,8-polysialyltransferase	-	-
GCF_017603825.1_protein.faa_WP_208575181.1	8516e9911108b7081246df3e79d33700	461	MobiDBLite	mobidb-lite	consensus disorder prediction	197	218	-	T	05-12-2025	-	-	-	-
GCF_015040615.1_protein.faa_WP_193597394.1	5054828fcdf3b5df633df969eaad770c	462	Pfam	PF07388	Alpha-2,8-polysialyltransferase (POLYST)	5	327	3.3E-17	T	05-12-2025	IPR010866	Alpha-2,8-polysialyltransferase	-	-
GCF_036345055.1_protein.faa_WP_330355896.1	71d7d203fc641a93c872714e8dcb276e	452	Pfam	PF07388	Alpha-2,8-polysialyltransferase (POLYST)	6	317	1.5E-29	T	05-12-2025	IPR010866	Alpha-2,8-polysialyltransferase	-	-
GCF_001454985.1_protein.faa_WP_047120553.1	9ea6c712151f3db3b5e36ffda6b3f31f	450	Pfam	PF07388	Alpha-2,8-polysialyltransferase (POLYST)	7	307	2.9E-22	T	05-12-2025	IPR010866	Alpha-2,8-polysialyltransferase	-	-
GCF_017352295.1_protein.faa_WP_160427657.1	5b9dcd54f73cd459cdcf3f87fb0fff2a	308	Gene3D	G3DSA:3.30.370.20	-	1	78	7.6E-26	T	05-12-2025	-	-	-	-
GCF_017352295.1_protein.faa_WP_160427657.1	5b9dcd54f73cd459cdcf3f87fb0fff2a	308	Pfam	PF07922	Glycosyltransferase family 52	24	282	9.0E-68	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_029762455.1_protein.faa_WP_160427657.1	5b9dcd54f73cd459cdcf3f87fb0fff2a	308	Gene3D	G3DSA:3.30.370.20	-	1	78	7.6E-26	T	05-12-2025	-	-	-	-
GCF_029762455.1_protein.faa_WP_160427657.1	5b9dcd54f73cd459cdcf3f87fb0fff2a	308	Pfam	PF07922	Glycosyltransferase family 52	24	282	9.0E-68	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_011044295.1_protein.faa_WP_160427657.1	5b9dcd54f73cd459cdcf3f87fb0fff2a	308	Gene3D	G3DSA:3.30.370.20	-	1	78	7.6E-26	T	05-12-2025	-	-	-	-
GCF_011044295.1_protein.faa_WP_160427657.1	5b9dcd54f73cd459cdcf3f87fb0fff2a	308	Pfam	PF07922	Glycosyltransferase family 52	24	282	9.0E-68	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_015832095.1_protein.faa_WP_160427657.1	5b9dcd54f73cd459cdcf3f87fb0fff2a	308	Gene3D	G3DSA:3.30.370.20	-	1	78	7.6E-26	T	05-12-2025	-	-	-	-
GCF_015832095.1_protein.faa_WP_160427657.1	5b9dcd54f73cd459cdcf3f87fb0fff2a	308	Pfam	PF07922	Glycosyltransferase family 52	24	282	9.0E-68	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_031587935.1_protein.faa_WP_169323812.1	606bf170fc3609d3b4ba0bd4d3a48d55	308	Gene3D	G3DSA:3.30.370.20	-	1	76	3.8E-24	T	05-12-2025	-	-	-	-
GCF_031587935.1_protein.faa_WP_169323812.1	606bf170fc3609d3b4ba0bd4d3a48d55	308	Pfam	PF07922	Glycosyltransferase family 52	24	283	9.9E-95	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_000698365.1_protein.faa_WP_038440153.1	d8a90f9a69a83d3645a6f9494aa1c55a	304	Gene3D	G3DSA:3.40.50.11110	-	166	296	6.3E-17	T	05-12-2025	-	-	-	-
GCF_000698365.1_protein.faa_WP_038440153.1	d8a90f9a69a83d3645a6f9494aa1c55a	304	Pfam	PF07922	Glycosyltransferase family 52	31	293	1.0E-53	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
