GCF_034480505.1_protein.faa_WP_025520227.1	e4950302bbefae3b8253e5170f6ff1ce	310	Pfam	PF07922	Glycosyltransferase family 52	54	295	3.6E-17	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_001700835.1_protein.faa_WP_025520227.1	e4950302bbefae3b8253e5170f6ff1ce	310	Pfam	PF07922	Glycosyltransferase family 52	54	295	3.6E-17	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_030994225.1_protein.faa_WP_025520227.1	e4950302bbefae3b8253e5170f6ff1ce	310	Pfam	PF07922	Glycosyltransferase family 52	54	295	3.6E-17	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_007990445.1_protein.faa_WP_147004514.1	3127fa06a4c20d96d11b86eeae404ece	119	Gene3D	G3DSA:3.40.50.11110	-	2	113	1.1E-9	T	05-12-2025	-	-	-	-
GCF_007990445.1_protein.faa_WP_147004514.1	3127fa06a4c20d96d11b86eeae404ece	119	Pfam	PF07922	Glycosyltransferase family 52	7	110	1.6E-12	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_949790945.1_protein.faa_WP_000725508.1	3a868a711476af2be48794b8f7f3823c	311	Pfam	PF07922	Glycosyltransferase family 52	30	308	1.9E-58	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_031203395.1_protein.faa_WP_000725508.1	3a868a711476af2be48794b8f7f3823c	311	Pfam	PF07922	Glycosyltransferase family 52	30	308	1.9E-58	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_000730215.1_protein.faa_WP_000725508.1	3a868a711476af2be48794b8f7f3823c	311	Pfam	PF07922	Glycosyltransferase family 52	30	308	1.9E-58	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_031203465.1_protein.faa_WP_000725508.1	3a868a711476af2be48794b8f7f3823c	311	Pfam	PF07922	Glycosyltransferase family 52	30	308	1.9E-58	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_030323365.1_protein.faa_WP_000725508.1	3a868a711476af2be48794b8f7f3823c	311	Pfam	PF07922	Glycosyltransferase family 52	30	308	1.9E-58	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_031203715.1_protein.faa_WP_000725508.1	3a868a711476af2be48794b8f7f3823c	311	Pfam	PF07922	Glycosyltransferase family 52	30	308	1.9E-58	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
GCF_031202875.1_protein.faa_WP_000725508.1	3a868a711476af2be48794b8f7f3823c	311	Pfam	PF07922	Glycosyltransferase family 52	30	308	1.9E-58	T	05-12-2025	IPR012477	Glycosyltransferase family 52	-	-
