26.2626 neuS_final_auto_GCF_000007045.1_protein_output.tsv
51.0471 neuS_final_auto_GCF_000007465.2_protein_output.tsv
40 neuS_final_auto_GCF_000007605.1_protein_output.tsv
15.3173 neuS_final_auto_GCF_000007705.1_protein_output.tsv
44.6352 neuS_final_auto_GCF_000008045.1_protein_output.tsv
55.4455 neuS_final_auto_GCF_000008185.1_protein_output.tsv
64.9485 neuS_final_auto_GCF_000008225.1_protein_output.tsv
64.9485 neuS_final_auto_GCF_000008405.1_protein_output.tsv
54.4959 neuS_final_auto_GCF_000008445.1_protein_output.tsv
45.4023 neuS_final_auto_GCF_000008545.1_protein_output.tsv
26.3682 neuS_final_auto_GCF_000009645.1_protein_output.tsv
32.766 neuS_final_auto_GCF_000011165.1_protein_output.tsv
34.8259 neuS_final_auto_GCF_000011505.1_protein_output.tsv
34.8259 neuS_final_auto_GCF_000011525.1_protein_output.tsv
85.8586 neuS_final_auto_GCF_000012305.1_protein_output.tsv
25.1256 neuS_final_auto_GCF_000012785.1_protein_output.tsv
97.8328 neuS_final_auto_GCF_000012965.1_protein_output.tsv
0.320513 neuS_final_auto_GCF_000013245.1_protein_output.tsv
34.8259 neuS_final_auto_GCF_000013425.1_protein_output.tsv
84.9593 neuS_final_auto_GCF_000014105.1_protein_output.tsv
38.0503 neuS_final_auto_GCF_000015125.1_protein_output.tsv
25.1256 neuS_final_auto_GCF_000015925.1_protein_output.tsv
45.4023 neuS_final_auto_GCF_000016785.1_protein_output.tsv
94.3218 neuS_final_auto_GCF_000017025.1_protein_output.tsv
34.8259 neuS_final_auto_GCF_000017085.1_protein_output.tsv
14.9105 neuS_final_auto_GCF_000017865.1_protein_output.tsv
41.954 neuS_final_auto_GCF_000018945.1_protein_output.tsv
24.3108 neuS_final_auto_GCF_000019925.1_protein_output.tsv
9.39597 neuS_final_auto_GCF_000020025.1_protein_output.tsv
21.75 neuS_final_auto_GCF_000020045.1_protein_output.tsv
16.568 neuS_final_auto_GCF_000020945.1_protein_output.tsv
36.6534 neuS_final_auto_GCF_000023205.1_protein_output.tsv
15.6448 neuS_final_auto_GCF_000023445.1_protein_output.tsv
24.6875 neuS_final_auto_GCF_000023825.1_protein_output.tsv
82.6531 neuS_final_auto_GCF_000024105.1_protein_output.tsv
17.0385 neuS_final_auto_GCF_000024265.1_protein_output.tsv
69.3548 neuS_final_auto_GCF_000024825.1_protein_output.tsv
31.9149 neuS_final_auto_GCF_000025985.1_protein_output.tsv
54.0636 neuS_final_auto_GCF_000026225.1_protein_output.tsv
89.8734 neuS_final_auto_GCF_000026245.1_protein_output.tsv
20.0913 neuS_final_auto_GCF_000026405.1_protein_output.tsv
34.8259 neuS_final_auto_GCF_000027045.1_protein_output.tsv
18.1347 neuS_final_auto_GCF_000060285.1_protein_output.tsv
27.204 neuS_final_auto_GCF_000061505.1_protein_output.tsv
75.4717 neuS_final_auto_GCF_000083565.1_protein_output.tsv
98.8739 neuS_final_auto_GCF_000091305.1_protein_output.tsv
94.7368 neuS_final_auto_GCF_000091905.1_protein_output.tsv
19.9468 neuS_final_auto_GCF_000092845.1_protein_output.tsv
54.4959 neuS_final_auto_GCF_000143605.1_protein_output.tsv
7.74818 neuS_final_auto_GCF_000146165.2_protein_output.tsv
45.5696 neuS_final_auto_GCF_000147715.2_protein_output.tsv
34.8259 neuS_final_auto_GCF_000159535.2_protein_output.tsv
34.8259 neuS_final_auto_GCF_000160335.2_protein_output.tsv
30.4242 neuS_final_auto_GCF_000164865.1_protein_output.tsv
28 neuS_final_auto_GCF_000165465.1_protein_output.tsv
90.1316 neuS_final_auto_GCF_000165575.1_protein_output.tsv
9.90566 neuS_final_auto_GCF_000186265.1_protein_output.tsv
25.7384 neuS_final_auto_GCF_000186745.1_protein_output.tsv
87.8981 neuS_final_auto_GCF_000188215.1_protein_output.tsv
62.5 neuS_final_auto_GCF_000190635.1_protein_output.tsv
77.3737 neuS_final_auto_GCF_000191425.1_protein_output.tsv
79.8956 neuS_final_auto_GCF_000195435.3_protein_output.tsv
74.0741 neuS_final_auto_GCF_000196295.1_protein_output.tsv
36.7521 neuS_final_auto_GCF_000196455.1_protein_output.tsv
96.868 neuS_final_auto_GCF_000197735.1_protein_output.tsv
34.8259 neuS_final_auto_GCF_000210315.1_protein_output.tsv
77.0492 neuS_final_auto_GCF_000210415.1_protein_output.tsv
90.1316 neuS_final_auto_GCF_000210875.1_protein_output.tsv
67.7291 neuS_final_auto_GCF_000212735.1_protein_output.tsv
23.2558 neuS_final_auto_GCF_000218895.1_protein_output.tsv
25.1908 neuS_final_auto_GCF_000219215.1_protein_output.tsv
15.8621 neuS_final_auto_GCF_000220945.1_protein_output.tsv
23.6287 neuS_final_auto_GCF_000221645.1_protein_output.tsv
39.0698 neuS_final_auto_GCF_000224985.1_protein_output.tsv
86.5526 neuS_final_auto_GCF_000227625.1_protein_output.tsv
96.9274 neuS_final_auto_GCF_000227665.2_protein_output.tsv
11.8492 neuS_final_auto_GCF_000231885.1_protein_output.tsv
54.4959 neuS_final_auto_GCF_000239195.1_protein_output.tsv
52.0408 neuS_final_auto_GCF_000240075.2_protein_output.tsv
10.3448 neuS_final_auto_GCF_000243075.1_protein_output.tsv
26.3682 neuS_final_auto_GCF_000253135.1_protein_output.tsv
91.5584 neuS_final_auto_GCF_000259545.1_protein_output.tsv
26.7932 neuS_final_auto_GCF_000262385.1_protein_output.tsv
89.2638 neuS_final_auto_GCF_000265295.1_protein_output.tsv
25.1064 neuS_final_auto_GCF_000270405.1_protein_output.tsv
25.1064 neuS_final_auto_GCF_000270445.1_protein_output.tsv
27.8481 neuS_final_auto_GCF_000283695.1_protein_output.tsv
45.4936 neuS_final_auto_GCF_000283915.1_protein_output.tsv
49.7854 neuS_final_auto_GCF_000284195.1_protein_output.tsv
9.09091 neuS_final_auto_GCF_000284255.1_protein_output.tsv
26.7932 neuS_final_auto_GCF_000284395.1_protein_output.tsv
25.1256 neuS_final_auto_GCF_000294635.1_protein_output.tsv
21.2766 neuS_final_auto_GCF_000298435.2_protein_output.tsv
25.1064 neuS_final_auto_GCF_000298515.2_protein_output.tsv
37.1134 neuS_final_auto_GCF_000306905.1_protein_output.tsv
34.4498 neuS_final_auto_GCF_000306985.1_protein_output.tsv
14.5858 neuS_final_auto_GCF_000316665.1_protein_output.tsv
23.5409 neuS_final_auto_GCF_000317305.3_protein_output.tsv
20.332 neuS_final_auto_GCF_000317855.1_protein_output.tsv
19.0193 neuS_final_auto_GCF_000327065.1_protein_output.tsv
92.2414 neuS_final_auto_GCF_000328545.1_protein_output.tsv
25.7384 neuS_final_auto_GCF_000338735.1_protein_output.tsv
9.54064 neuS_final_auto_GCF_000338755.1_protein_output.tsv
25.7384 neuS_final_auto_GCF_000344745.1_protein_output.tsv
17.7062 neuS_final_auto_GCF_000349885.2_protein_output.tsv
96 neuS_final_auto_GCF_000359525.1_protein_output.tsv
40.0901 neuS_final_auto_GCF_000376645.1_protein_output.tsv
33.0724 neuS_final_auto_GCF_000400955.1_protein_output.tsv
99.1131 neuS_final_auto_GCF_000412265.2_protein_output.tsv
97.7987 neuS_final_auto_GCF_000427035.1_protein_output.tsv
34.4498 neuS_final_auto_GCF_000438585.1_protein_output.tsv
34.4498 neuS_final_auto_GCF_000438605.1_protein_output.tsv
25.1256 neuS_final_auto_GCF_000439695.1_protein_output.tsv
40.0901 neuS_final_auto_GCF_000439735.1_protein_output.tsv
36.2934 neuS_final_auto_GCF_000447675.1_protein_output.tsv
98.4894 neuS_final_auto_GCF_000464435.1_protein_output.tsv
34.8259 neuS_final_auto_GCF_000485885.1_protein_output.tsv
29.1498 neuS_final_auto_GCF_000504125.1_protein_output.tsv
17.2549 neuS_final_auto_GCF_000504585.2_protein_output.tsv
25.1256 neuS_final_auto_GCF_000511895.1_protein_output.tsv
91.5584 neuS_final_auto_GCF_000512395.1_protein_output.tsv
25.1256 neuS_final_auto_GCF_000520895.1_protein_output.tsv
91.3462 neuS_final_auto_GCF_000521655.1_protein_output.tsv
46.4198 neuS_final_auto_GCF_000521725.1_protein_output.tsv
54.4959 neuS_final_auto_GCF_000534935.2_protein_output.tsv
26.1097 neuS_final_auto_GCF_000565155.1_protein_output.tsv
54.4959 neuS_final_auto_GCF_000583105.1_protein_output.tsv
34.8259 neuS_final_auto_GCF_000626615.2_protein_output.tsv
10.0707 neuS_final_auto_GCF_000635895.2_protein_output.tsv
27.7108 neuS_final_auto_GCF_000661915.1_protein_output.tsv
97.5771 neuS_final_auto_GCF_000695235.1_protein_output.tsv
23.7981 neuS_final_auto_GCF_000724505.1_protein_output.tsv
25.7384 neuS_final_auto_GCF_000737405.1_protein_output.tsv
98.8739 neuS_final_auto_GCF_000739105.1_protein_output.tsv
54.4959 neuS_final_auto_GCF_000742895.1_protein_output.tsv
3.53261 neuS_final_auto_GCF_000743015.1_protein_output.tsv
34.8259 neuS_final_auto_GCF_000746505.1_protein_output.tsv
34.4498 neuS_final_auto_GCF_000746625.1_protein_output.tsv
25.1256 neuS_final_auto_GCF_000756185.1_protein_output.tsv
34.8259 neuS_final_auto_GCF_000756205.1_protein_output.tsv
22.4066 neuS_final_auto_GCF_000756485.1_protein_output.tsv
89.1813 neuS_final_auto_GCF_000756505.1_protein_output.tsv
12.1359 neuS_final_auto_GCF_000758565.1_protein_output.tsv
66.0194 neuS_final_auto_GCF_000759555.1_protein_output.tsv
97.7578 neuS_final_auto_GCF_000761215.1_protein_output.tsv
