GCF_022220325.1_protein.faa_WP_002901014.1	-	552	kpsD_final_mafft	-	594	1.4e-179	595.0	15.3	1	1	8.7e-183	1.5e-179	594.9	15.3	49	579	1	552	1	552	0.89	-
GCF_000014845.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.9e-186	618.2	1.3	1	1	2.6e-189	4.3e-186	618.0	1.3	58	578	8	557	1	558	0.87	-
GCF_000014845.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	5e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-
GCF_000014845.1_protein.faa_WP_000595526.1	-	245	kpsD_final_mafft	-	594	5.2e-05	20.0	0.0	1	1	3.4e-08	5.8e-05	19.9	0.0	432	549	69	218	14	241	0.67	-
GCF_021733105.1_protein.faa_WP_012848788.1	-	183	kpsD_final_mafft	-	594	8.5e-24	81.4	0.0	1	1	5.1e-27	1.7e-23	80.5	0.0	129	285	32	179	20	181	0.91	-
GCF_026409365.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1.1e-37	126.8	0.4	1	1	1.6e-40	1.8e-37	126.1	0.4	126	337	78	305	57	336	0.88	-
GCF_026409365.1_protein.faa_WP_005716577.1	-	393	kpsD_final_mafft	-	594	3e-13	46.1	0.7	1	2	5.5e-05	0.062	8.7	0.0	108	148	55	97	2	108	0.68	-
GCF_026409365.1_protein.faa_WP_005716577.1	-	393	kpsD_final_mafft	-	594	3e-13	46.1	0.7	2	2	4.7e-13	5.3e-10	35.4	0.3	153	283	121	249	112	304	0.84	-
GCF_001721965.1_protein.faa_WP_002894124.1	-	552	kpsD_final_mafft	-	594	8e-179	592.4	15.3	1	1	5.5e-182	9e-179	592.2	15.3	49	579	1	552	1	552	0.90	-
GCF_007973645.1_protein.faa_WP_006251416.1	-	391	kpsD_final_mafft	-	594	8.3e-10	34.8	5.1	1	1	2.7e-12	6.6e-09	31.9	5.1	153	325	122	295	1	309	0.76	-
GCF_007975085.1_protein.faa_WP_006251416.1	-	391	kpsD_final_mafft	-	594	8.3e-10	34.8	5.1	1	1	2.7e-12	6.5e-09	31.9	5.1	153	325	122	295	1	309	0.76	-
GCF_028898825.1_protein.faa_WP_274876574.1	-	890	kpsD_final_mafft	-	594	3e-147	489.8	13.3	1	2	9e-102	1.2e-98	329.3	8.3	58	443	13	495	1	554	0.74	-
GCF_028898825.1_protein.faa_WP_274876574.1	-	890	kpsD_final_mafft	-	594	3e-147	489.8	13.3	2	2	3e-51	3.8e-48	162.5	0.2	290	574	555	887	550	890	0.79	-
GCF_028898825.1_protein.faa_WP_274876873.1	-	699	kpsD_final_mafft	-	594	1e-97	326.2	8.5	1	6	2.5e-38	3.2e-35	119.8	1.5	129	286	24	181	16	195	0.92	-
GCF_028898825.1_protein.faa_WP_274876873.1	-	699	kpsD_final_mafft	-	594	1e-97	326.2	8.5	2	6	7.3e-17	9.4e-14	48.9	0.0	207	293	209	294	187	298	0.92	-
GCF_028898825.1_protein.faa_WP_274876873.1	-	699	kpsD_final_mafft	-	594	1e-97	326.2	8.5	3	6	3.8e-15	4.9e-12	43.3	0.1	208	288	299	379	296	383	0.56	-
GCF_028898825.1_protein.faa_WP_274876873.1	-	699	kpsD_final_mafft	-	594	1e-97	326.2	8.5	4	6	1.1e-13	1.5e-10	38.4	0.0	471	539	369	450	366	488	0.84	-
GCF_028898825.1_protein.faa_WP_274876873.1	-	699	kpsD_final_mafft	-	594	1e-97	326.2	8.5	5	6	7e-13	9e-10	35.8	0.0	201	289	487	578	479	581	0.93	-
GCF_028898825.1_protein.faa_WP_274876873.1	-	699	kpsD_final_mafft	-	594	1e-97	326.2	8.5	6	6	2.3e-18	3e-15	53.9	0.0	470	565	566	689	563	699	0.77	-
GCF_028898825.1_protein.faa_WP_274877313.1	-	373	kpsD_final_mafft	-	594	7.3e-42	141.8	1.1	1	1	7.6e-45	9.8e-42	141.3	1.1	121	365	70	341	33	351	0.88	-
GCF_028898825.1_protein.faa_WP_005453398.1	-	177	kpsD_final_mafft	-	594	6.4e-21	72.6	0.6	1	1	8.4e-24	1.1e-20	71.8	0.6	120	265	18	164	12	174	0.89	-
GCF_013883595.1_protein.faa_WP_096756579.1	-	379	kpsD_final_mafft	-	594	4.2e-35	119.2	2.4	1	1	7.6e-38	1.1e-34	117.8	2.4	130	363	83	346	65	355	0.86	-
GCF_013883595.1_protein.faa_WP_096756031.1	-	185	kpsD_final_mafft	-	594	2.2e-30	103.6	0.1	1	2	5.4e-19	7.6e-16	55.6	0.0	128	206	32	113	20	115	0.92	-
GCF_013883595.1_protein.faa_WP_096756031.1	-	185	kpsD_final_mafft	-	594	2.2e-30	103.6	0.1	2	2	1.9e-16	2.7e-13	47.2	0.0	486	548	115	180	112	182	0.88	-
GCF_013883595.1_protein.faa_WP_135912733.1	-	245	kpsD_final_mafft	-	594	3.2e-05	20.5	0.0	1	1	3.4e-08	4.9e-05	19.9	0.0	445	549	97	218	23	241	0.69	-
GCF_033129285.1_protein.faa_WP_052794282.1	-	552	kpsD_final_mafft	-	594	5.3e-180	596.4	14.6	1	1	3.4e-183	6e-180	596.3	14.6	49	579	1	552	1	552	0.90	-
