PROKKA_ERR1018220_M2-PK042A.SZAXPI015215-20_bin.54.faa	-	218	pm0188_final_auto	-	397	0.0036	13.6	0.4	1	1	1.7e-06	0.0048	13.2	0.4	118	217	72	172	68	181	0.84	FMDEFBDH_02578	hypothetical	protein
PROKKA_ERR1018231_M2-PK029A.SZAXPI015226-14_bin.48.faa	-	224	pm0188_final_auto	-	397	0.0033	13.1	0.1	1	1	2.4e-06	0.0045	12.7	0.1	185	277	87	178	85	192	0.73	MNFIGDIO_00569	HTH-type	transcriptional
PROKKA_ERR1018197_M2-Pk011A.SZAXPI003421-5_bin.37.faa	-	75	pm0188_final_auto	-	397	0.02	12.9	0.1	1	1	4.4e-06	0.022	12.8	0.1	177	211	25	57	15	68	0.89	FHKEOJCJ_07460	hypothetical	protein
PROKKA_ERR1018197_M2-Pk011A.SZAXPI003421-5_bin.37.faa	-	167	pm0188_final_auto	-	397	0.04	11.9	3.3	1	2	0.054	2.7e+02	-0.7	0.1	166	207	10	51	4	60	0.80	FHKEOJCJ_06561	hypothetical	protein
PROKKA_ERR1018197_M2-Pk011A.SZAXPI003421-5_bin.37.faa	-	167	pm0188_final_auto	-	397	0.04	11.9	3.3	2	2	4.6e-06	0.023	12.8	0.6	134	204	72	143	64	155	0.80	FHKEOJCJ_06561	hypothetical	protein
PROKKA_ERR1018187_M2-Pk010A.SZAXPI003411-6_bin.30.faa	-	104	pm0188_final_auto	-	397	0.00041	13.4	0.0	1	1	1.6e-06	0.00044	13.3	0.0	93	160	22	89	10	101	0.79	FPEMDPCE_00073	hypothetical	protein
PROKKA_ERR1018281_M2-PK046A.SZAXPI017453-19_bin.31.faa	-	364	pm0188_final_auto	-	397	3.4e-17	59.5	0.0	1	1	3.7e-20	4.5e-17	59.1	0.0	115	359	102	344	95	358	0.79	NJAOLIIM_00668	hypothetical	protein
PROKKA_ERR1018281_M2-PK046A.SZAXPI017453-19_bin.31.faa	-	214	pm0188_final_auto	-	397	0.0082	12.2	0.0	1	1	9.3e-06	0.011	11.7	0.0	214	299	40	126	34	135	0.86	NJAOLIIM_00527	Cytidylate	kinase
PROKKA_ERR1018221_M2-PK026A.SZAXPI015216-169_bin.8.faa	-	54	pm0188_final_auto	-	397	0.0017	11.4	0.0	1	1	6.2e-06	0.0018	11.3	0.0	1	47	1	48	1	53	0.87	AGNHLMAN_00201	hypothetical	protein
PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.30.faa	-	218	pm0188_final_auto	-	397	0.005	13.6	0.4	1	1	1.7e-06	0.0068	13.2	0.4	118	217	72	172	68	181	0.84	ECOPLEEN_04127	hypothetical	protein
PROKKA_ERR1018265_M2-PK699A.SZAXPI015261-75_bin.26.faa	-	182	pm0188_final_auto	-	397	0.0081	11.8	2.0	1	1	5.8e-06	0.011	11.4	2.0	62	156	16	108	3	169	0.72	FPPJPKNH_01056	Protein	GrpE
PROKKA_ERR1018236_517A.SZAXPI015231-17_bin.43.faa	-	218	pm0188_final_auto	-	397	0.0053	13.6	0.4	1	1	1.7e-06	0.0072	13.2	0.4	118	217	72	172	68	181	0.84	BJNDOMCF_02792	hypothetical	protein
PROKKA_ERR1018197_M2-Pk011A.SZAXPI003421-5_bin.26.faa	-	218	pm0188_final_auto	-	397	0.0054	13.6	0.4	1	1	1.7e-06	0.0073	13.2	0.4	118	217	72	172	68	181	0.84	LIAGNALN_00840	hypothetical	protein
PROKKA_ERR1018232_536A.SZAXPI015227-13_bin.56.faa	-	218	pm0188_final_auto	-	397	0.0046	13.6	0.4	1	1	1.7e-06	0.0062	13.2	0.4	118	217	72	172	68	181	0.84	EKEPFBGD_02145	hypothetical	protein
PROKKA_ERR1018281_M2-PK046A.SZAXPI017453-19_bin.47.faa	-	218	pm0188_final_auto	-	397	0.0006	13.6	0.4	1	1	1.7e-06	0.00081	13.2	0.4	118	217	72	172	68	181	0.84	AHHEPHNI_00504	hypothetical	protein
PROKKA_ERR1018257_M2-PK630A.SZAXPI015253-44_bin.31.faa	-	218	pm0188_final_auto	-	397	0.0051	13.6	0.4	1	1	1.7e-06	0.0069	13.2	0.4	118	217	72	172	68	181	0.84	HCGLJDLE_03998	hypothetical	protein
PROKKA_ERR1018271_M2-PK723A.SZAXPI015267-102_bin.24.faa	-	218	pm0188_final_auto	-	397	0.0051	13.6	0.4	1	1	1.7e-06	0.0069	13.2	0.4	118	217	72	172	68	181	0.84	CGNHBFLM_04208	hypothetical	protein
PROKKA_ERR1018300_MSC63A.SZAXPI017583-102_bin.26.faa	-	498	pm0188_final_auto	-	397	2.8e-15	51.8	0.0	1	1	4.5e-18	3.9e-15	51.3	0.0	116	361	237	480	230	497	0.71	LGCEDKLJ_00813	hypothetical	protein
PROKKA_ERR1018190_M2-Pk013A.SZAXPI003414-3_bin.24.faa	-	498	pm0188_final_auto	-	397	5.3e-17	59.1	0.0	1	1	7e-20	9.5e-17	58.3	0.0	115	357	236	476	229	491	0.81	AFOKFOHF_01367	hypothetical	protein
PROKKA_ERR1018190_M2-Pk013A.SZAXPI003414-3_bin.24.faa	-	214	pm0188_final_auto	-	397	0.0093	12.2	0.0	1	1	9.3e-06	0.013	11.7	0.0	214	299	40	126	34	135	0.86	AFOKFOHF_02535	Cytidylate	kinase
PROKKA_ERR1018286_M2-PK059A.SZAXPI017458-25_bin.16.faa	-	218	pm0188_final_auto	-	397	0.0052	13.6	0.4	1	1	1.7e-06	0.007	13.2	0.4	118	217	72	172	68	181	0.84	GHOHKMHM_02363	hypothetical	protein
PROKKA_ERR1018294_MSC1A.SZAXPI017466-84_bin.46.faa	-	168	pm0188_final_auto	-	397	8.5e-16	54.9	0.0	1	1	8.8e-19	1e-15	54.6	0.0	212	359	13	148	3	163	0.87	CELFLMII_01772	hypothetical	protein
PROKKA_ERR1018294_MSC1A.SZAXPI017466-84_bin.46.faa	-	214	pm0188_final_auto	-	397	0.0078	12.2	0.0	1	1	9.3e-06	0.011	11.7	0.0	214	299	40	126	34	135	0.86	CELFLMII_01149	Cytidylate	kinase
PROKKA_ERR1018231_M2-PK029A.SZAXPI015226-14_bin.32.faa	-	498	pm0188_final_auto	-	397	7.1e-15	51.8	0.0	1	1	4.4e-18	9.8e-15	51.3	0.0	116	361	237	480	230	497	0.72	NAOGFEEN_00194	hypothetical	protein
PROKKA_ERR1018275_M2-PK732A.SZAXPI015271-93_bin.15.faa	-	103	pm0188_final_auto	-	397	2.3e-11	39.8	0.0	1	1	1.6e-14	2.7e-11	39.6	0.0	285	357	9	81	4	96	0.88	PKPKIEKC_00782	hypothetical	protein
PROKKA_ERR1018226_M2-PK022A.SZAXPI015221-142_bin.19.faa	-	109	pm0188_final_auto	-	397	0.0014	12.8	0.1	1	1	2.3e-06	0.0014	12.8	0.1	112	156	41	87	12	107	0.72	PIKCIMKE_00298	Adenine-specific	methyltransferase
PROKKA_ERR1018219_M2-PK041A.SZAXPI015214-19_bin.29.faa	-	135	pm0188_final_auto	-	397	0.0014	14.3	0.2	1	1	9.2e-07	0.0017	14.1	0.2	17	85	3	71	2	77	0.92	NNGLCGDJ_00802	hypothetical	protein
PROKKA_ERR1018194_M2-Pk017A.SZAXPI003418-8_bin.44.faa	-	336	pm0188_final_auto	-	397	4.1e-09	30.2	22.5	1	1	4.7e-11	8.5e-09	29.2	22.4	145	362	118	326	27	333	0.71	FEJKCEEE_00278	hypothetical	protein
PROKKA_ERR1018194_M2-Pk017A.SZAXPI003418-8_bin.44.faa	-	332	pm0188_final_auto	-	397	1.5e-06	21.8	1.7	1	1	2.1e-08	3.8e-06	20.4	1.7	198	345	170	300	158	321	0.69	FEJKCEEE_00267	hypothetical	protein
PROKKA_ERR1018246_M2-PK524A.SZAXPI015242-30_bin.6.faa	-	182	pm0188_final_auto	-	397	0.0056	11.7	1.5	1	1	6.2e-06	0.0073	11.3	1.5	62	148	16	100	3	169	0.71	JECLPMEE_00430	Protein	GrpE
PROKKA_ERR1018228_M2-PK023A.SZAXPI015223-158_bin.22.faa	-	139	pm0188_final_auto	-	397	0.013	11.2	1.4	1	1	8.7e-06	0.016	10.8	1.4	120	174	36	95	31	99	0.77	MKOHEAEE_01056	hypothetical	protein
PROKKA_ERR1018201_M2-Pk005A.SZAXPI003425-1_bin.19.faa	-	498	pm0188_final_auto	-	397	5.6e-17	59.1	0.0	1	1	1e-19	1e-16	58.3	0.0	115	357	236	476	229	491	0.81	IAIKCLIG_01287	hypothetical	protein
PROKKA_ERR1018201_M2-Pk005A.SZAXPI003425-1_bin.19.faa	-	498	pm0188_final_auto	-	397	2.6e-15	53.6	0.0	1	1	3.7e-18	3.5e-15	53.2	0.0	116	361	237	480	230	497	0.71	IAIKCLIG_01505	hypothetical	protein
PROKKA_ERR1018201_M2-Pk005A.SZAXPI003425-1_bin.19.faa	-	214	pm0188_final_auto	-	397	0.0098	12.2	0.0	1	1	1.4e-05	0.013	11.7	0.0	214	299	40	126	34	135	0.86	IAIKCLIG_00257	Cytidylate	kinase
PROKKA_ERR1018190_M2-Pk013A.SZAXPI003414-3_bin.15.faa	-	218	pm0188_final_auto	-	397	0.005	13.6	0.4	1	1	1.7e-06	0.0067	13.2	0.4	118	217	72	172	68	181	0.84	GKNJIDIM_02188	hypothetical	protein
PROKKA_ERR1018312_M2-PK083B.SZAXPI017595-169_bin.5.faa	-	218	pm0188_final_auto	-	397	0.003	13.6	0.4	1	1	1.7e-06	0.004	13.2	0.4	118	217	72	172	68	181	0.84	FNPDAMJC_01808	hypothetical	protein
PROKKA_ERR1018207_M118A.SZAXPI003431-1_bin.7.faa	-	333	pm0188_final_auto	-	397	5.5e-08	28.9	22.4	1	1	1.6e-10	3e-07	26.5	22.4	191	355	163	310	16	332	0.83	OKIOAGMJ_00605	hypothetical	protein
PROKKA_ERR1018248_M2-PK533A.SZAXPI015244-32_bin.10.faa	-	182	pm0188_final_auto	-	397	0.0046	11.7	1.5	1	1	6.2e-06	0.006	11.3	1.5	62	148	16	100	3	169	0.71	CFJGGLIO_00139	Protein	GrpE
PROKKA_ERR1018261_M2-PK653A.SZAXPI015257-56_bin.21.faa	-	177	pm0188_final_auto	-	397	0.00085	15.5	1.3	1	2	4.9e-07	0.0012	15.0	0.1	181	284	6	115	5	121	0.84	PKMNCHJE_01504	hypothetical	protein
PROKKA_ERR1018261_M2-PK653A.SZAXPI015257-56_bin.21.faa	-	177	pm0188_final_auto	-	397	0.00085	15.5	1.3	2	2	0.033	82	-0.9	0.1	148	176	143	174	125	176	0.63	PKMNCHJE_01504	hypothetical	protein
PROKKA_ERR1018201_M2-Pk005A.SZAXPI003425-1_bin.27.faa	-	218	pm0188_final_auto	-	397	0.00091	13.6	0.4	1	1	1.7e-06	0.0012	13.2	0.4	118	217	72	172	68	181	0.84	FHDBMEFO_00289	hypothetical	protein
PROKKA_ERR1018194_M2-Pk017A.SZAXPI003418-8_bin.49.faa	-	498	pm0188_final_auto	-	397	7.9e-17	58.3	0.0	1	1	1.2e-19	1.4e-16	57.4	0.0	115	357	236	476	229	491	0.81	OIEJJCPG_01849	hypothetical	protein
PROKKA_ERR1018194_M2-Pk017A.SZAXPI003418-8_bin.49.faa	-	214	pm0188_final_auto	-	397	0.0074	12.2	0.0	1	1	9e-06	0.01	11.8	0.0	213	299	39	126	33	135	0.87	OIEJJCPG_01558	Cytidylate	kinase
PROKKA_ERR1018268_M2-PK708A.SZAXPI015264-87_bin.20.faa	-	149	pm0188_final_auto	-	397	0.00045	16.2	0.3	1	1	2.4e-07	0.00051	16.0	0.3	63	148	31	116	12	145	0.74	HAODHECE_00130	hypothetical	protein
PROKKA_ERR1018208_M117A.SZAXPI003432-12_bin.19.faa	-	218	pm0188_final_auto	-	397	0.0028	13.6	0.4	1	1	1.7e-06	0.0038	13.2	0.4	118	217	72	172	68	181	0.84	LLPKEJGF_01253	hypothetical	protein
PROKKA_ERR1018282_M2-PK047A.SZAXPI017454-20_bin.52.faa	-	182	pm0188_final_auto	-	397	0.008	11.8	2.0	1	1	5.8e-06	0.011	11.4	2.0	62	156	16	108	3	169	0.72	KJFFKGHB_00952	Protein	GrpE
