PROKKA_ERR1018283_M2-PK051A.SZAXPI017455-21_bin.45.faa	-	126	PM0188	PF11477.15	390	0.0012	15.7	0.2	1	1	3e-07	0.0012	15.7	0.2	185	247	53	115	10	121	0.86	KIILGBEM_04054	Ribonuclease	P
PROKKA_ERR1018253_M2-PK602A.SZAXPI015249-37_bin.61.faa	-	141	PM0188	PF11477.15	390	0.0049	12.6	0.2	1	1	5.9e-06	0.0054	12.4	0.2	147	222	7	83	1	103	0.85	KEPCEHDK_00722	hypothetical	protein
PROKKA_ERR1018253_M2-PK602A.SZAXPI015249-37_bin.61.faa	-	395	PM0188	PF11477.15	390	0.014	11.1	0.0	1	1	2.1e-05	0.02	10.6	0.0	155	208	64	116	39	152	0.86	KEPCEHDK_00165	Cysteine	desulfurase
PROKKA_ERR1018196_M2-Pk012A.SZAXPI003420-4_bin.31.faa	-	132	PM0188	PF11477.15	390	0.0016	15.0	0.8	1	1	5.2e-07	0.0018	14.9	0.8	187	247	59	120	21	130	0.75	DNFFHMLD_00139	hypothetical	protein
PROKKA_ERR1018251_M2-PK556A.SZAXPI015247-35_bin.28.faa	-	126	PM0188	PF11477.15	390	0.001	15.7	0.2	1	1	3e-07	0.001	15.7	0.2	185	247	53	115	10	121	0.86	EJELLJNE_00413	Ribonuclease	P
PROKKA_ERR1018230_M2-PK038A.SZAXPI015225-18_bin.15.faa	-	132	PM0188	PF11477.15	390	0.0031	14.2	0.8	1	1	9.2e-07	0.0032	14.1	0.8	186	246	58	119	20	129	0.77	GLCJDJII_01230	hypothetical	protein
PROKKA_ERR1018256_M2-PK619A.SZAXPI015252-43_bin.46.faa	-	136	PM0188	PF11477.15	390	0.0051	13.2	1.9	1	1	2.1e-06	0.006	13.0	1.9	190	252	66	130	45	135	0.85	MJIAICLP_00688	hypothetical	protein
PROKKA_ERR1018253_M2-PK602A.SZAXPI015249-37_bin.2.faa	-	132	PM0188	PF11477.15	390	0.0091	14.2	0.7	1	1	1.8e-06	0.0095	14.2	0.7	187	246	59	119	21	129	0.78	MMIBDOFO_01800	hypothetical	protein
PROKKA_ERR1018253_M2-PK602A.SZAXPI015249-37_bin.2.faa	-	340	PM0188	PF11477.15	390	0.026	12.7	0.4	1	2	0.036	1.9e+02	0.0	0.0	106	146	24	64	8	138	0.74	MMIBDOFO_00858	hypothetical	protein
PROKKA_ERR1018253_M2-PK602A.SZAXPI015249-37_bin.2.faa	-	340	PM0188	PF11477.15	390	0.026	12.7	0.4	2	2	2.5e-05	0.13	10.4	0.2	188	253	174	240	161	248	0.78	MMIBDOFO_00858	hypothetical	protein
PROKKA_ERR1018290_M2-PK066A.SZAXPI017462-33_bin.46.faa	-	132	PM0188	PF11477.15	390	0.0015	15.2	0.6	1	1	4.8e-07	0.0016	15.0	0.6	187	247	59	120	21	130	0.75	MMCOOKJD_03359	hypothetical	protein
PROKKA_ERR1018304_MSC81A.SZAXPI017587-113_bin.14.faa	-	132	PM0188	PF11477.15	390	0.0021	14.3	0.8	1	1	8.3e-07	0.0022	14.3	0.8	187	246	59	119	21	129	0.77	FLIDEPBB_00971	hypothetical	protein
PROKKA_ERR1018216_M2-PK024A.SZAXPI015211-166_bin.36.faa	-	196	PM0188	PF11477.15	390	0.0083	10.7	0.0	1	1	1.3e-05	0.011	10.4	0.0	225	313	30	117	22	124	0.79	IOIEGJNH_00499	FKBP-type	22
