PROKKA_ERR1018304_MSC81A.SZAXPI017587-113_bin.40.faa	-	106	CST-I	PF06002.18	295	0.00019	17.9	0.0	1	1	1.1e-07	0.00022	17.7	0.0	176	267	11	102	3	105	0.66	AMIIHDNE_00339	hypothetical	protein
PROKKA_ERR1018188_M2-Pk014A.SZAXPI003412-1_bin.59.faa	-	212	CST-I	PF06002.18	295	0.00027	17.1	0.0	1	1	1.9e-07	0.00031	16.9	0.0	88	223	20	158	4	184	0.85	AOFFCCPC_00949	3'-5'	exonuclease
PROKKA_ERR1018310_M2-PK056B.SZAXPI017593-158_bin.41.faa	-	212	CST-I	PF06002.18	295	0.00032	17.1	0.0	1	1	1.9e-07	0.00036	16.9	0.0	88	223	20	158	4	184	0.85	BAHICELE_00378	3'-5'	exonuclease
PROKKA_ERR1018224_M2-PK003A.SZAXPI015219-129_bin.47.faa	-	269	CST-I	PF06002.18	295	0.00016	17.2	5.6	1	1	1.2e-06	0.0013	14.2	5.6	4	157	48	197	45	205	0.67	DJFLHLDE_00672	hypothetical	protein
PROKKA_ERR1018310_M2-PK056B.SZAXPI017593-158_bin.23.faa	-	180	CST-I	PF06002.18	295	0.00056	15.6	0.5	1	1	5.5e-07	0.00068	15.4	0.5	109	182	26	102	15	135	0.84	GEJIPCAL_00665	hypothetical	protein
PROKKA_ERR1018268_M2-PK708A.SZAXPI015264-87_bin.24.faa	-	212	CST-I	PF06002.18	295	0.00018	17.1	0.0	1	1	1.9e-07	0.00021	16.9	0.0	88	223	20	158	4	184	0.85	PAFBIELH_00333	3'-5'	exonuclease
PROKKA_ERR1018263_M2-PK659A.SZAXPI015259-62_bin.39.faa	-	297	CST-I	PF06002.18	295	1.9e-07	29.3	3.9	1	1	5.5e-11	3.3e-07	28.5	3.9	3	155	49	199	47	285	0.70	CPAOLOEM_03786	hypothetical	protein
PROKKA_ERR1018241_A10A.SZAXPI015237-23_bin.18.faa	-	182	CST-I	PF06002.18	295	0.0046	14.1	0.2	1	1	1.7e-06	0.0056	13.8	0.2	182	253	49	124	24	146	0.65	NHGHJCBD_02288	hypothetical	protein
PROKKA_ERR1018302_MSC78A.SZAXPI017585-109_bin.9.faa	-	247	CST-I	PF06002.18	295	0.00019	15.5	8.5	1	1	1.6e-05	0.0059	10.5	8.3	3	125	29	163	27	198	0.65	JHJMJOLJ_00361	hypothetical	protein
PROKKA_ERR1018226_M2-PK022A.SZAXPI015221-142_bin.6.faa	-	270	CST-I	PF06002.18	295	0.00012	18.1	4.7	1	1	4.9e-07	0.00073	15.5	4.7	4	157	48	197	45	204	0.69	HANBOAFF_00318	hypothetical	protein
PROKKA_ERR1018259_M2-PK647A.SZAXPI015255-46_bin.36.faa	-	180	CST-I	PF06002.18	295	0.0025	13.9	0.3	1	1	1.9e-06	0.0031	13.6	0.3	167	253	30	122	23	148	0.70	FILKACBA_01409	hypothetical	protein
PROKKA_ERR1018246_M2-PK524A.SZAXPI015242-30_bin.48.faa	-	212	CST-I	PF06002.18	295	0.00022	17.1	0.0	1	1	1.9e-07	0.00025	16.9	0.0	88	223	20	158	4	184	0.85	ECBEONNA_00437	3'-5'	exonuclease
PROKKA_ERR1018239_512A.SZAXPI015234-20_bin.49.faa	-	170	CST-I	PF06002.18	295	0.014	13.7	0.2	1	1	2.1e-06	0.016	13.4	0.2	184	253	39	112	15	134	0.68	OHOBIECB_06378	hypothetical	protein
PROKKA_ERR1018302_MSC78A.SZAXPI017585-109_bin.21.faa	-	217	CST-I	PF06002.18	295	0.00081	16.0	0.2	1	1	5e-07	0.0011	15.5	0.2	172	281	57	170	43	175	0.79	ANIEICNK_01279	hypothetical	protein
PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.54.faa	-	107	CST-I	PF06002.18	295	0.016	13.3	0.1	1	1	2.3e-06	0.016	13.3	0.1	111	154	24	68	4	106	0.78	EJAHJLGE_03256	hypothetical	protein
PROKKA_ERR1018251_M2-PK556A.SZAXPI015247-35_bin.43.faa	-	212	CST-I	PF06002.18	295	0.00025	17.1	0.0	1	1	1.9e-07	0.00028	16.9	0.0	88	223	20	158	4	184	0.85	GDFOKGMF_00582	3'-5'	exonuclease
PROKKA_ERR1018308_M2-PK520B.SZAXPI017591-140_bin.50.faa	-	212	CST-I	PF06002.18	295	0.0003	17.1	0.0	1	1	1.9e-07	0.00033	16.9	0.0	88	223	20	158	4	184	0.85	PLLPGJGE_00773	3'-5'	exonuclease
PROKKA_ERR1018258_M2-PK644A.SZAXPI015254-45_bin.35.faa	-	274	CST-I	PF06002.18	295	0.0043	12.3	6.9	1	1	5.2e-05	0.046	8.9	6.9	3	156	47	196	45	210	0.65	BIFMOOJL_00658	hypothetical	protein
