PROKKA_ERR1018253_M2-PK602A.SZAXPI015249-37_bin.43.faa	-	361	lst_final_auto	-	373	4.4e-28	96.0	5.0	1	1	2.1e-31	5.3e-28	95.7	5.0	45	314	1	327	1	358	0.73	KBIFIOGA_02211	hypothetical	protein
PROKKA_ERR1018290_M2-PK066A.SZAXPI017462-33_bin.51.faa	-	157	lst_final_auto	-	373	3.1e-06	24.1	6.6	1	1	1.4e-09	3.5e-06	23.9	6.6	46	175	5	137	1	156	0.61	NBDBFMGI_01554	hypothetical	protein
PROKKA_ERR1018223_M2-PK032A.SZAXPI015218-16_bin.31.faa	-	286	lst_final_auto	-	373	1.2e-09	34.0	0.0	1	1	2.9e-12	2.7e-09	32.8	0.0	124	331	52	277	30	285	0.70	MPBINENB_00307	hypothetical	protein
PROKKA_ERR1018264_M2-PK663A.SZAXPI015260-74_bin.16.faa	-	322	lst_final_auto	-	373	5.9e-14	49.1	0.0	1	1	5.6e-17	1.1e-13	48.3	0.0	46	331	2	313	1	321	0.70	ILOFECJF_01381	hypothetical	protein
PROKKA_ERR1018287_M2-PK063A.SZAXPI017459-26_bin.27.faa	-	192	lst_final_auto	-	373	6.2e-19	65.7	1.9	1	1	3.5e-22	7.5e-19	65.4	1.9	200	340	36	181	18	191	0.79	JPDLEMIH_01058	hypothetical	protein
PROKKA_ERR1018249_M2-PK543A.SZAXPI015245-33_bin.30.faa	-	128	lst_final_auto	-	373	0.0039	14.0	0.0	1	1	1.5e-06	0.0042	13.9	0.0	8	101	10	108	3	127	0.65	CCKOGFNJ_00791	hypothetical	protein
PROKKA_ERR1018257_M2-PK630A.SZAXPI015253-44_bin.30.faa	-	314	lst_final_auto	-	373	3.9e-12	43.2	0.0	1	1	2.5e-15	4.8e-12	42.9	0.0	51	331	3	303	1	313	0.73	DCGLOJMK_01194	hypothetical	protein
PROKKA_ERR1018244_M2-PK522A.SZAXPI015240-26_bin.21.faa	-	361	lst_final_auto	-	373	1.3e-28	97.9	5.3	1	1	5.6e-32	1.5e-28	97.7	5.3	45	311	1	327	1	358	0.74	PHOIGNMA_02473	hypothetical	protein
PROKKA_ERR1018239_512A.SZAXPI015234-20_bin.8.faa	-	324	lst_final_auto	-	373	2.6e-15	53.7	0.0	1	1	2e-18	4.2e-15	53.0	0.0	46	331	2	314	1	323	0.70	MHLDALDH_00179	hypothetical	protein
PROKKA_ERR1018260_M2-PK649A.SZAXPI015256-47_bin.21.faa	-	336	lst_final_auto	-	373	9.9e-20	68.6	6.9	1	1	4.6e-23	1.2e-19	68.3	6.9	45	341	1	326	1	335	0.71	LFPDDLHD_02307	hypothetical	protein
PROKKA_ERR1018230_M2-PK038A.SZAXPI015225-18_bin.20.faa	-	324	lst_final_auto	-	373	1.2e-13	48.0	0.0	1	1	1.3e-16	2.3e-13	47.1	0.0	46	331	2	315	1	323	0.70	DABOOEFJ_01196	hypothetical	protein
PROKKA_ERR1018203_A60A.SZAXPI003427-1_bin.33.faa	-	336	lst_final_auto	-	373	1.7e-28	96.6	7.3	1	1	1.5e-31	2.2e-28	96.2	7.3	77	347	26	324	11	335	0.75	MELKECOD_00014	hypothetical	protein
PROKKA_ERR1018236_517A.SZAXPI015231-17_bin.39.faa	-	320	lst_final_auto	-	373	3.1e-24	83.5	4.7	1	1	1.4e-27	4e-24	83.2	4.7	45	347	1	313	1	318	0.66	PNKPOELB_01688	hypothetical	protein
PROKKA_ERR1018194_M2-Pk017A.SZAXPI003418-8_bin.44.faa	-	336	lst_final_auto	-	373	1.1e-26	88.7	37.8	1	1	3.7e-29	1.3e-26	88.4	37.8	46	347	5	331	1	336	0.65	FEJKCEEE_00278	hypothetical	protein
PROKKA_ERR1018197_M2-Pk011A.SZAXPI003421-5_bin.7.faa	-	128	lst_final_auto	-	373	0.0061	13.5	0.0	1	1	2.3e-06	0.0065	13.4	0.0	8	101	10	108	3	127	0.64	NIBGGGCA_01335	hypothetical	protein
PROKKA_ERR1018298_MSC45A.SZAXPI017581-93_bin.10.faa	-	222	lst_final_auto	-	373	1.4e-06	24.3	0.0	1	1	1.5e-09	2e-06	23.8	0.0	216	331	93	211	51	221	0.78	DAPNHIJC_01171	hypothetical	protein
PROKKA_ERR1018286_M2-PK059A.SZAXPI017458-25_bin.14.faa	-	128	lst_final_auto	-	373	0.0059	13.5	0.0	1	1	2.3e-06	0.0064	13.4	0.0	8	101	10	108	3	127	0.64	ALLBMGHN_02475	hypothetical	protein
PROKKA_ERR1018305_MSC103A.SZAXPI017588-123_bin.22.faa	-	361	lst_final_auto	-	373	9.2e-29	98.3	4.9	1	1	4.2e-32	1.1e-28	98.1	4.9	45	314	1	327	1	358	0.73	ICLHLLLD_02175	hypothetical	protein
PROKKA_ERR1018292_M2-PK084A.SZAXPI017464-37_bin.26.faa	-	403	lst_final_auto	-	373	1.4e-10	38.1	25.9	1	1	1.4e-13	2.7e-10	37.1	25.7	49	332	1	361	1	389	0.67	APDEDELN_00018	hypothetical	protein
PROKKA_ERR1018242_M2-PK504A.SZAXPI015238-24_bin.38.faa	-	339	lst_final_auto	-	373	8.6e-24	82.1	6.3	1	1	3.8e-27	1.1e-23	81.7	6.3	48	340	15	328	4	338	0.71	ACDEGHKA_02650	hypothetical	protein
PROKKA_ERR1018229_M2-PK027A.SZAXPI015224-13_bin.27.faa	-	314	lst_final_auto	-	373	2.6e-12	43.7	0.0	1	1	1.7e-15	3.2e-12	43.4	0.0	51	331	3	303	1	313	0.71	POMGEELE_01634	hypothetical	protein
PROKKA_ERR1018223_M2-PK032A.SZAXPI015218-16_bin.3.faa	-	314	lst_final_auto	-	373	5.9e-12	42.6	0.0	1	1	3.9e-15	7.6e-12	42.2	0.0	51	331	3	303	1	313	0.71	NAPCMOFL_00126	hypothetical	protein
PROKKA_ERR1018294_MSC1A.SZAXPI017466-84_bin.35.faa	-	339	lst_final_auto	-	373	1.1e-23	82.1	6.3	1	1	3.8e-27	1.3e-23	81.7	6.3	48	340	15	328	4	338	0.71	HOJGCLNK_00093	hypothetical	protein
PROKKA_ERR1018196_M2-Pk012A.SZAXPI003420-4_bin.4.faa	-	314	lst_final_auto	-	373	7.1e-12	41.7	0.0	1	1	6.9e-15	8.7e-12	41.4	0.0	51	331	3	303	1	313	0.72	BLDEDLMH_01094	hypothetical	protein
PROKKA_ERR1018252_M2-PK558A.SZAXPI015248-36_bin.25.faa	-	361	lst_final_auto	-	373	5.1e-33	112.3	7.0	1	1	3.2e-36	8.5e-33	111.6	7.0	47	333	3	343	1	360	0.73	AIJKABND_01696	hypothetical	protein
PROKKA_ERR1018197_M2-Pk011A.SZAXPI003421-5_bin.17.faa	-	339	lst_final_auto	-	373	1.5e-23	82.1	6.3	1	1	3.8e-27	1.9e-23	81.7	6.3	48	340	15	328	4	338	0.71	LMPAHAJO_01042	hypothetical	protein
