PROKKA_ERR688624_530451_SZAXPI022064-25_bin.3.faa_BBLPIGNC_00905	-	233	CST-I	PF06002.18	295	0.001	15.1	1.5	1	1	8.9e-07	0.0014	14.7	1.5	132	227	18	112	6	132	0.81	hypothetical	protein
PROKKA_ERR688624_530451_SZAXPI022064-25_bin.44.faa_NMANPOLF_00179	-	212	CST-I	PF06002.18	295	0.00024	17.1	0.0	1	1	1.9e-07	0.00027	16.9	0.0	88	223	20	158	4	184	0.85	3'-5'	exonuclease	DinG
PROKKA_ERR688515_31188_SZAXPI021653-113_bin.75.faa_OOEBEHDO_02047	-	233	CST-I	PF06002.18	295	0.0016	15.1	1.5	1	1	8.9e-07	0.0022	14.7	1.5	132	227	18	112	6	132	0.81	hypothetical	protein
PROKKA_ERR688546_31477_SZAXPI022080-95_bin.42.faa_ADIOKGJP_02974	-	49	CST-I	PF06002.18	295	0.017	13.2	0.1	1	1	2.7e-06	0.019	13.1	0.1	255	287	14	46	7	48	0.90	hypothetical	protein
PROKKA_ERR688511_31129_SZAXPI022081-26_bin.3.faa_DHAFGKHN_02771	-	107	CST-I	PF06002.18	295	0.0086	15.4	0.1	1	1	5.4e-07	0.0086	15.4	0.1	105	154	18	68	3	94	0.80	hypothetical	protein
PROKKA_ERR688559_31700_SZAXPI021963-47_bin.62.faa_PPOKBKBK_02620	-	233	CST-I	PF06002.18	295	0.0018	15.1	1.5	1	1	8.9e-07	0.0025	14.7	1.5	132	227	18	112	6	132	0.81	hypothetical	protein
PROKKA_ERR688596_530119_SZAXPI022056-142_bin.34.faa_KNNICEEN_03764	-	107	CST-I	PF06002.18	295	0.0036	15.1	0.1	1	1	6.8e-07	0.0036	15.1	0.1	106	154	19	68	3	94	0.80	hypothetical	protein
PROKKA_ERR688528_31300_SZAXPI022049-109_bin.41.faa_AIKINLGP_00923	-	233	CST-I	PF06002.18	295	0.0016	15.1	1.5	1	1	8.9e-07	0.0022	14.7	1.5	132	227	18	112	6	132	0.81	hypothetical	protein
PROKKA_ERR688601_530168_SZAXPI021721-27_bin.13.faa_JLJAKLPP_01559	-	107	CST-I	PF06002.18	295	0.00086	15.7	0.1	1	1	4.3e-07	0.00086	15.7	0.1	105	154	18	68	3	106	0.79	hypothetical	protein
PROKKA_ERR688616_530364_SZAXPI022058-166_bin.12.faa_BMOAHADN_01057	-	212	CST-I	PF06002.18	295	0.00019	17.1	0.0	1	1	1.9e-07	0.00021	16.9	0.0	88	223	20	158	4	184	0.85	3'-5'	exonuclease	DinG
PROKKA_ERR688582_31881_SZAXPI021630-17_bin.15.faa_MMKOJDKF_01529	-	121	CST-I	PF06002.18	295	0.0016	15.0	1.7	1	2	0.033	71	-0.3	0.1	183	237	7	61	2	76	0.67	hypothetical	protein
PROKKA_ERR688582_31881_SZAXPI021630-17_bin.15.faa_MMKOJDKF_01529	-	121	CST-I	PF06002.18	295	0.0016	15.0	1.7	2	2	9.4e-07	0.002	14.6	0.2	23	54	77	108	70	119	0.85	hypothetical	protein
PROKKA_ERR688611_530297_SZAXPI021928-84_bin.35.faa_NJLADALP_01279	-	233	CST-I	PF06002.18	295	0.0017	15.1	1.5	1	1	8.9e-07	0.0024	14.7	1.5	132	227	18	112	6	132	0.81	hypothetical	protein
PROKKA_ERR688523_31267_SZAXPI022076-89_bin.20.faa_FIBPMLKC_00120	-	233	CST-I	PF06002.18	295	0.0017	15.1	1.5	1	1	8.9e-07	0.0023	14.7	1.5	132	227	18	112	6	132	0.81	hypothetical	protein
PROKKA_ERR688592_530054_SZAXPI021932-90_bin.27.faa_IDMAMELB_00987	-	212	CST-I	PF06002.18	295	0.00031	17.1	0.0	1	1	1.9e-07	0.00034	16.9	0.0	88	223	20	158	4	184	0.85	3'-5'	exonuclease	DinG
PROKKA_ERR688626_530600_SZAXPI022079-94_bin.53.faa_JJBFOGFF_00130	-	126	CST-I	PF06002.18	295	0.00048	16.7	0.9	1	1	2.3e-07	0.00052	16.6	0.9	7	76	5	75	2	117	0.88	hypothetical	protein
PROKKA_ERR688593_530055_SZAXPI022078-93_bin.49.faa_CNFPGPLB_02123	-	233	CST-I	PF06002.18	295	0.0015	15.1	1.5	1	1	8.9e-07	0.0021	14.7	1.5	132	227	18	112	6	132	0.81	hypothetical	protein
PROKKA_ERR688646_531414_SZAXPI022072-47_bin.32.faa_FNMOODKJ_01103	-	212	CST-I	PF06002.18	295	0.00029	16.9	0.0	1	1	2e-07	0.00033	16.8	0.0	88	223	20	158	4	184	0.85	3'-5'	exonuclease	DinG
PROKKA_ERR688525_31276_SZAXPI021668-89_bin.73.faa_HPHIHFKE_02779	-	233	CST-I	PF06002.18	295	0.0019	15.1	1.5	1	1	8.9e-07	0.0026	14.7	1.5	132	227	18	112	6	132	0.81	hypothetical	protein
PROKKA_ERR688530_31333_SZAXPI022075-88_bin.69.faa_IFAPCFAK_01076	-	212	CST-I	PF06002.18	295	0.00025	17.1	0.0	1	1	1.9e-07	0.00028	16.9	0.0	88	223	20	158	4	184	0.85	3'-5'	exonuclease	DinG
PROKKA_ERR688587_530002_SZAXPI021723-33_bin.33.faa_GLNIEONC_00220	-	227	CST-I	PF06002.18	295	0.00036	15.0	1.5	1	1	9.8e-07	0.00049	14.5	1.5	135	227	15	106	3	126	0.81	hypothetical	protein
PROKKA_ERR688645_531403_SZAXPI021720-26_bin.14.faa_GHJJDGGC_03892	-	110	CST-I	PF06002.18	295	0.0015	16.2	1.0	1	1	3.3e-07	0.0017	16.1	1.0	194	283	21	110	6	110	0.88	hypothetical	protein
PROKKA_ERR688524_31275_SZAXPI021941-129_bin.28.faa_FLGHMDBH_04640	-	180	CST-I	PF06002.18	295	0.002	15.9	0.6	1	1	4.6e-07	0.0024	15.6	0.6	109	182	26	102	15	135	0.84	hypothetical	protein
PROKKA_ERR688530_31333_SZAXPI022075-88_bin.27.faa_GECJMMOE_00801	-	233	CST-I	PF06002.18	295	0.0018	15.1	1.5	1	1	8.9e-07	0.0026	14.7	1.5	132	227	18	112	6	132	0.81	hypothetical	protein
PROKKA_ERR688514_31160_SZAXPI021961-43_bin.49.faa_GMBLOCBN_00035	-	212	CST-I	PF06002.18	295	9.9e-05	17.1	0.0	1	1	1.9e-07	0.00011	16.9	0.0	88	223	20	158	4	184	0.85	3'-5'	exonuclease	DinG
PROKKA_ERR688520_31236_SZAXPI022067-33_bin.34.faa_JKNHENBN_00046	-	49	CST-I	PF06002.18	295	0.0082	13.3	0.1	1	1	2.5e-06	0.009	13.2	0.1	255	287	14	46	7	48	0.90	hypothetical	protein
PROKKA_ERR688556_31600_SZAXPI022086-32_bin.17.faa_GIIGNFHE_01958	-	66	CST-I	PF06002.18	295	0.0055	13.2	0.3	1	1	2.4e-06	0.0055	13.2	0.3	150	183	5	38	1	52	0.86	hypothetical	protein
PROKKA_ERR688510_31112_SZAXPI022084-20_bin.16.faa_AEGJHBJA_01530	-	49	CST-I	PF06002.18	295	0.0057	13.3	0.1	1	1	2.5e-06	0.0063	13.2	0.1	255	287	14	46	7	48	0.90	hypothetical	protein
PROKKA_ERR688632_530840_SZAXPI021934-94_bin.9.faa_HAMEOMJO_00582	-	212	CST-I	PF06002.18	295	0.00017	17.1	0.0	1	1	1.9e-07	0.0002	16.9	0.0	88	223	20	158	4	184	0.85	3'-5'	exonuclease	DinG
PROKKA_ERR688633_530867_SZAXPI021935-95_bin.33.faa_KPFHPAMN_00535	-	227	CST-I	PF06002.18	295	0.0015	15.0	1.5	1	1	9.8e-07	0.0021	14.5	1.5	135	227	15	106	3	126	0.81	hypothetical	protein
PROKKA_ERR688597_530142_SZAXPI021929-87_bin.14.faa_BIECLPHO_01560	-	227	CST-I	PF06002.18	295	0.0019	15.0	1.5	1	1	9.8e-07	0.0026	14.5	1.5	135	227	15	106	3	126	0.81	hypothetical	protein
PROKKA_ERR688528_31300_SZAXPI022049-109_bin.49.faa_MALADHEI_01046	-	183	CST-I	PF06002.18	295	0.0088	13.9	0.4	1	1	1.8e-06	0.011	13.6	0.4	155	276	40	164	19	177	0.80	hypothetical	protein
PROKKA_ERR688596_530119_SZAXPI022056-142_bin.40.faa_CDIJJCKP_00454	-	113	CST-I	PF06002.18	295	0.0062	12.9	0.1	1	1	3.6e-06	0.0074	12.7	0.1	69	137	42	110	26	112	0.91	hypothetical	protein
PROKKA_ERR710424_531663_RSZAXPI000657-24_bin.20.faa_LCEANIFH_02690	-	200	CST-I	PF06002.18	295	0.00029	17.7	1.0	1	1	1.5e-07	0.00043	17.2	1.0	178	273	70	165	56	179	0.80	Kynurenine	formamidase
PROKKA_ERR710431_532832_RSZAXPI000654-21_bin.66.faa_JDOMMPDO_00922	-	212	CST-I	PF06002.18	295	0.00027	17.1	0.0	1	1	1.9e-07	0.0003	16.9	0.0	88	223	20	158	4	184	0.85	3'-5'	exonuclease	DinG
PROKKA_ERR688545_31455_SZAXPI021725-37_bin.51.faa_BBDNOMGC_00985	-	212	CST-I	PF06002.18	295	0.00028	17.1	0.0	1	1	1.9e-07	0.00031	16.9	0.0	88	223	20	158	4	184	0.85	3'-5'	exonuclease	DinG
